,Theme,Title,Artist,Album,Lyric
2096,싱숭생숭,너였으면,최낙타(Choi Nakta),18 어게인 OST Part.3,바람이 두 볼에 닿으면.서툰 웃음을 숨길 수 없어.부드럽게 살며시 나를 스치면.네 생각에 웃음이나.이른 아침에 눈뜨면.봄을 삼킨 듯 난 들뜨고.내 모든 시간에 너를 담아내.나의 시작과 끝에.너였으면 내 모든 순간에.너였으면 매일 눈을 떴을 때.눈부신 미소로 바라봐 줬으면.언제까지 가장 가까이.너였으면.난 너와 함께하는 순간을.다 기록하고 아끼고 싶어.곤히 잠든 널 바라보는 거.그보다 더 행복할 수 있을까.오래도록 네 꿈을 꾸게 해줘.깨어나도 나의 곁에.너였으면 내 모든 순간에.너였으면 매일 눈을 떴을 때.눈부신 미소로 바라봐 줬으면.언제까지 가장 가까이.너였으면 내 곁엔 언제나.너였으면 매일 잠들기 전에.밤하늘 별들을 세는 상상을 해.손 내밀면 닿을 거리엔.혹시 꼭 안았다가 녹아버릴까.사소한 모든 게 다 걱정돼.너였으면 내 모든 순간에.너였으면 매일 눈을 떴을 때.눈부신 미소로 바라봐 줬으면.언제까지 가장 가까이.너였으면
2097,싱숭생숭,만약에,태연 (TAEYEON),쾌도 홍길동 (KBS 수목드라마),만약에 내가 간다면 내가 다가간다면.넌 어떻게 생각할까 용길 낼 수 없고.만약에 네가 간다면 네가 떠나간다면.널 어떻게 보내야 할지 자꾸 겁이 나는걸..내가 바보 같아서 .바라볼 수 밖에만 없는 건 아마도.외면할지도 모를 네 마음과.또 그래서 더 멀어질 사이가 될까봐..정말 바보 같아서.사랑한다 하지 못하는 건 아마도.만남 뒤에 기다리는 아픔에.슬픈 나날들이 두려워서인가봐..만약에 네가 온다면 네가 다가온다면.난 어떻게 해야만 할지 정말 알 수 없는 걸..내가 바보 같아서.바라볼 수 밖에만 없는 건 아마도.외면할지도 모를 네 마음과.또 그래서 더 멀어질 사이가 될까봐..정말 바보 같아서.사랑한다 하지 못하는 건 아마도.만남 뒤에 기다리는 아픔에.슬픈 나날들이 두려워서인가봐..내가 바보 같아서.사랑한다 하지 못하는 건 아마도.만남 뒤에 기다리는 아픔에.슬픈 나날들이 두려워서인가봐.
2098,기분전환,그 길에서,다이아(DIA),HAPPY ENDING,매일 우리가 걷던 그 길에서.둘이서 나눈 약속 기억하니..지금은 나 혼자 걷고 있지만.내일은 너와 함께 걷고 싶어..요즘 따라 한때 소중했던 .그 약속이 생각나 .(넌 모르겠지만)..너를 향한 마음이 모이고 .또 벅차 올라서 .참을 수 없어..떨리는 마음을 간직한 둘만의 거리.수줍기만 했던 우릴 기억하니..넌 모르지 못다한 나의 이야기.들려주고 싶은 걸 그 길에서..솔직한 내 맘을 전할게..가끔씩 내가 나를 바라봐도.정말 솔직하지 못한 것 같아..사랑이라는 감정 처음이라서.너에게 다 말하지 못한 거야..멈추지 않는 떨림도.기분 좋은 네 눈길도 한번만 다시 또.이젠 너 아님 날 가지지 못해...한걸음 또 한걸음 .천천히 너에게 가려 해 .참을 수 없어..떨리는 마음을 간직한 둘만의 거리.수줍기만 했던 우릴 기억하니..넌 모르지 못다 한 나의 이야기.들려주고 싶은 걸 그 길에서..솔직한 내 맘을 전할게..믿기지 않겠지만 .아직도 널 많이 좋아해.우리 함께한 시간 .내게는 너무나 소중해..다시 두 발맞춰 걷는 날 .말할게 아직 다 못다 한 말들.저 하늘 아래 둘만의 성을 쌓아.너와 나 그리고 너 하나      ..언젠가 우리가 만날 그 길에서.너에게 고백할게 .사랑해..떨리는 마음을 간직한 둘만의 거리.수줍기만 했던 우릴 기억하니..넌 모르지 못다 한 나의 이야기.들려주고 싶은 걸 그 길에서.솔직한 내 맘을 전할게
2099,기분전환,Be your star,어쿠스틱 콜라보(Acoustic Collabo),Be your star,지루한 일상이라도.너라는 색을 더하면.모든 게 전부 특별해져 그게 너라서.어느새 나도 모르게.너를 생각하고 있어.아주 사소한 습관들도 너를 닮아가.너와 함께면 별거.아닌 것도 별처럼 빛나.I wanna be with you.사랑을 말해줄래 오직 내게만.Be my special moment.반짝이는 순간을 품에 안겨준.You You You You.I wanna be your star.in your sky of you.자꾸만 웃음이 나와.이런 기분은 첨이야.모든 게 전부 새로워져.너를 만나서.어둠이 물든 밤하늘.어느 날 올려다보면.그곳에 네가 있었으면 정말 좋겠어.너를 볼 때면 별로인 날들도.별처럼 빛나.I wanna be with you.사랑을 말해줄래 오직 내게만.Be my special moment.반짝이는 순간을 품에 안겨준.I wanna be with you.사랑을 속삭일래 매일 네게만.Be my special moment.반짝이는 순간을 품에 안겨준.You You You You.I wanna be your star.in your sky of you.You You You You.I wanna be your star.in your sky of you
2100,기분전환,all day (Feat. Rendy  Saula),HAAN,wanna be loved,I feel like the time.Without you is too slow.하루종일 너와 꼭 붙어있고 싶어 Baby.니 눈을 보고 얘기하는 게 난 좋아.여전히 Oh oh oh.가만히 앉아 너와 바깥 공기를.느끼는 것까지도.말해줄래 Love it.Wanna be you.오늘 좀 바쁜가봐 답이 없는 너.하루종일 또 휴대폰만 바라봐.너가 보고 싶은 걸.I just wanna you.설레인단 말야 Weekend.너와 걷는 밤 거린.너무나도 Sweet 해.더 이상 표현할 방법은 없지.넌 내게로 달려와 달려와.난 너를 꼬옥 껴안아 껴안아.언제나 말했잖아.난 너만 보면.설렌다고 했잖아.시간이 지나도.난 너만 볼 수 있는 걸.여유가 없어도 나는 Baby.너를 만나기엔 충분해.서툴러도 이해해줘 넌 날.사랑한다고 말해줄게 매일 밤.Wanna be you.카톡은 싫다고 전화나 하자고.말하지 않아도 먼저 걸어주는.니가 사랑스러워.I just wanna you.설레인단 말야 Weekend.너와 걷는 밤 거린.너무나도 Sweet 해.더 이상 표현할 방법은 없지.넌 내게로 달려와 달려와.난 너를 꼬옥 껴안아 껴안아
2101,기분전환,Call This Love,One Off Them,Call This Love,난 둥글게 말 하는 걸 좋아해.날이 선 건 나도.다칠 까 무서워.아플 까 무서워.난 궁금한 건 지금 당장 알고 싶어해.근데 나쁜 소식은 아무래도.듣기가 두려워.쌓일까 두려워.넌 내가 그래서 날 좋아해.근데 난 너가 그렇지 않아서 좋아.또 막연한 칭찬은 왠지 날 놀리는 것 같아서.그것도 난 별로야.미안해 그냥 그런가 보다 해 줘.그냥 하고 싶은 말이 너무 많아서 그래.뒤죽박죽 엉켜버려서 그냥 I said it's love.I'd rather call this I'd rather call this love.I'd rather call this love.넌 내게 뭐든 말해 달라 해.근데 난 맘이 얇아 아끼는 게 익숙해.너와 나 사이 턱 밑까지 차 오르면 그때 난.어깨까지만 말 할래.미안해 그냥 그런가 보다 해 줘.그냥 하고 싶은 말이 너무 많아서 그래.뒤죽박죽 엉켜버려서 그냥 I said it's love.I'd rather call this I'd rather call this love.Oh what would I say? I'd rather call this love.I'd rather call this I rather call this love.I'd rather call this love
2102,싱숭생숭,다섯걸음,유니크 다람쥐,다섯걸음,닿을 듯 말듯 일부러 그러는 건지.빛났다 사라져 셜록이 되란 소리인건지.봄 바람 한가득 불어왔는데.날씨도 기분도 딱 좋은데.내 앞에 마지막 잎새처럼.서있는 이유는 뭐야.나가자 나랑.놀자 어서.이렇게 좋은 날.애태우기는 싫어.꽃잎이 날리는 대로.바람이 보내는 대로.오늘은 나랑.같이 걷자.닿을 듯 말듯.일부러 그러는 건지.빛났다 사라져.셜록이 되란 소리인건지.그러면 좋아 움직여볼게 내가.날씨도 기분도 딱 좋은데.잡을게 훔칠게 목표는 너.셜록은 내가 될께.다섯걸음.네게 가는길.이렇게 좋은 날.좋은 사람을 향해.용기내 손을 잡고.환하게 웃는 너와 함께.오늘은 나랑 같이 걷자.다섯걸음 네게 가는길.이렇게 좋은 날.좋은 사람을 향해.꽃잎이 날리는 대로.바람이 보내는 대로.오늘은 나랑 같이 걷자
2103,싱숭생숭,거짓말 같은 봄,어쿠스틱 콜라보(Acoustic Collabo),거짓말의 거짓말 OST Part.1,첫 눈에 알아볼 수 없어서.이제야 알게 됐을까 난 그댈 만나서.하늘이 내게 주신 소중한 선물이겠죠.그대가 말예요.두근두근 내 맘 들키기 싫어.한걸음 뒤에서 그댈 바라죠.하늘에서 내려준 이 선물같은 날.가만히 다가온 봄빛처럼 스며들어.우연인 듯 아닌 듯이 스쳐도볼래요.다가갈까요 놓치기 싫어서 용기내서.왜 이제서야 내게 왔나요.얼마나 오랫동안 그댈 기다렸는데.하늘이 정해주신 소중한 운명이겠죠.우리가 말예요.두근두근 내 맘 떨리고있죠.한걸음 가까이 다가가볼까.하늘에서 내려준 이 선물같은.날 가만히 다가온 봄빛처럼 스며들어.우연인 듯 아닌 듯이 스쳐도볼래요.다가갈까요 놓치기 싫어서.얼마만큼 표현해야 알아줄래요.그래요 나예요 그대가 필요한걸요.서글픈 눈물을 지울 따뜻한.그대를 기다릴게요 고백해보세요.용기내서
2104,싱숭생숭,벌써  보고싶어 (Prod.공기남),1ho,벌써  보고싶어,꿈을 꾸는 것 같아.요즘 매일이 난 그래요.불안했던 내 일상에.네가 찾아와서.아이처럼 바뀌어가.모든 게 아름답게 느껴져.캄캄하고 빛이 없던 내 일상에.네가 날 움직여.왜 이렇게 설레는지.벌써부터 네가 너무 보고 싶어.너를 보면 특별해져요.아침부터 사랑해요.투정 부려도 돼 나에게.기대도 돼 네 어깨가 돼줄게.넌 나의 전부니까.You you you you you.언제나 머릿속에 그대.항상 네 옆에 나 있어줄게.걱정은 하지도 마 비워도 돼.내가 안아줄게.Woo.언제나 곁에 있을게.네가 날 움직여.왜 이렇게 설레는지.벌써부터 네가 너무 보고 싶어.너를 보면 특별해져요.아침부터 사랑해요.투정 부려도 돼 나에게.기대도 돼 네 어깨가 돼줄게.넌 나의 전부니까.봄이 오는 소리가 들려.바람이 살랑거리네요.투정 부려도 돼 나에게.언제까지라도 좋아.넌 나의 전부니까.넌 나의 전부니까.난 너의 봄이니까
2105,싱숭생숭,나도 봄을 좋아할수 있는데,혜화동소년,Diary Vol.26 (나도 봄을 좋아할 수 있는데),봄봄봄봄 그렇게 좋다는데.나도 봄을 좋아할수 있는데.꽃구경 가고 치맥 그녀와 데이트.꽃이 피고 선선한 바람이 부는건 좋은데.누굴 위한 봄이냐 나는 하나도 안 신난데.혼자서 온종일 일하고 밥먹고 영화봐.누굴 위한 봄이냐 나는 하나도 안 신난데.사랑하고 싶다고 행복하게 하루를 채우고.설레면서 잠들고만 싶다고.봄봄봄봄 그렇게 좋다는데.나도 봄을 좋아할수 있는데.꽃구경 가고 치맥 그녀와의 데이트.봄봄봄봄 그렇게 좋다는데.너와 함께 만들었음 좋겠어.손잡고 가는 길마다 꽃잎 비 맞으며.내 마음을 받아주면 좀 다르게 보일까.너와나의 봄이 되어주길.봄봄봄봄 그렇게 좋다는데.나도 봄을 좋아할수 있는데.꽃구경 가고 치맥 그녀와의 데이트.봄봄봄봄 그렇게 좋다는데.너와 함께 만들었음 좋겠어.손잡고 가는 길마다 꽃잎비 맞으며.손잡고 가는 길마다 꽃잎비 맞으며
2106,기분전환,달라,최정윤,달라,넌 참 어려워 보이지만.또 어렵지만은 않네.너의 달콤한 입술이.또 날 부르네.그 말투는 나에게만.그 눈웃음도 나에게만.다른 사람은 절대 안 돼.Oh baby.다양해 너의 수많은 말투가.무슨 생각을 할까.넌 참 엉뚱해.뻔하디 뻔한 말도.네가 하면 달라 달라.늘어난 그 목티도.네가 입으면 달라 달라.I I I I love it (Oh baby).I I I I love it (Oh Oh so gorgeous).I I I love it.너만 보고 있어도 지루하지 않아.다양해 너의 수많은 표정이.무슨 생각을 할까.난 참 궁금해.흔하디 흔한 말도.네가 하면 달라 달라.늘어난 그 흰 티도.네가 입으면 달라 달라.I I I I love it (Oh baby).I I I I love it (Oh Oh so gorgeous).I I I love it.너만 보고 있어도 지루하지 않아.Love it Love it Love it Love it.발끝부터.Love it Love it Love it.Love it Love it Love it.머리까지.Love it Love it Love it.I I I I Love it (Oh baby).I I I I Love it (Oh Oh so gorgeous).I I I love it.너만 보고 있어도 지루하지 않아.I I I I love it (Oh baby).I I I I love it (Oh Oh so gorgeous).I I I love it.너만 보고 있어도 지루하지 않아
2107,싱숭생숭,봄이 문제야 (Spring Is The Problem),소소한 콜라보,봄이 문제야 (Spring Is The Problem),어쩌면 내가 몸이 많이 안 좋나 봐.아니면 그제 마신 술이 덜 깼나 봐.아니고선 이건 말이 안 되잖아.이건 내 탓이 아닌 거잖아.나도야 아침부터 뭔가 잘못된걸.아니면 심한 감기라도 걸린 걸까.아니고선 이건 말이 안 되는걸.자꾸만 내 가슴이 두근거려.가끔 멀리서 볼 때.아닌 듯 챙겨줄 때.나를 나보다 더 잘 아는 것 같을 때.언뜻 몰래 상상해보긴 했어.그래도 이건 좀 이상해.봄이 문제야 봄바람이 문제인 거야.나는 아무 잘못 없다구요.봄이 문제야 벚꽃들이 문제야.괜히 싱숭생숭 하다구요.나도 문제야 네게 이럴 줄이야.심장아 좀 진정해.널 보며 요즘 자꾸 다른 상상을 해.언젠가 티비에서 봤던 장면처럼.아니지 하며 고갤 힘껏 흔들어봐.이건 내 탓이 아닌 거잖아.문득 나 위로할 때.아프다 달려올 때.가끔 아이처럼 소내 내어 웃으면.언뜻 몰래 상상해보긴 했어.그래도 이건 좀 이상해.봄이 문제야 봄바람이 문제인 거야.나는 아무 잘못 없다구요.봄이 문제야 벚꽃들이 문제야.괜히 싱숭생숭 하다구요.나도 문제야 네게 이럴 줄이야.심장아 좀 진정해.봄이 문제야 너도 문제야 너도 문제야
2108,싱숭생숭,봄  바람 그리고 시 (April Wind And Poetry),아이큐 (I.Q),봄  바람 그리고 시 (April Wind And Poetry),봄 바람이 불어오는 이밤.어디론가 떠나고 싶은 밤.새벽녘 열차를 타고 훌쩍 어디론가.저 멀리 떠나고 싶어진다.차창 밖 너머에 빛나는 별.옆 자리엔 아무도 없지만.설레는 마음을 안고 혹 누군가.나와 같은 밤 보낼것만 같아.구름과 바람과 하늘에 실려 온.늦봄의 파도는 내 뺨을 스쳐가.어릴적 그 소년은 어디에 있을까?.그리워지는 봄에 찾아와 헤매는 바람.나른한 봄 바람에 실려온.나비 한 마리 품에 날아와.내마음 흔들어 놓고 사뿐 어디론가.저 멀리 부러운 마음 뿐 야.저무는 달 아래 빛나는 별.쏟아지는 꽃 비를 맞으며.그리운 기억을 찾아 혹 누군가.내 꿈 속을 헤매일 것 만같아.따뜻한 바람이 서늘해진 저녁.두 손을 꼭 잡던 그대가 떠올라.시린 밤 그대는 어디쯤 있을까?.그리워지는 봄에 찾아와 헤매는 바람
2109,싱숭생숭,설레게해줄게,정든,설레게해줄게,너의 손을 잡고서.오늘 하루 어땠어.지치게 하거나.마음 다치게 하는 사람 없었어.너의 하루를 말해줘.궁금한 게 너무 많거든.영혼 가득 리액션 난 자신 있어.우리 함께 걸어가다 혹시 잠깐 지칠 때면.손을 놓지 말자 널 너무 사랑해.우리 함께 한 시간이 혹시 불안할 때면.내 눈을 봐 매일 널 설레게 해줄게.눈을 뜰 때 여전히.내 옆에 있어줘.모든 장르의 영화는.나랑만 봐줄래.가끔 드라마 보다.스르르 잠들기도 하자.따뜻한 내 품에 안겨봐.너무 행복하겠지.우리 함께 걸어가다 혹시 잠깐 .지칠 때면.손을 놓지 말자 널 너무 사랑해.우리 함께 한 시간이 혹시 불안할 때면.내 눈을 봐 매일 널 설레게 해줄게.나랑 만날 땐 편하게 하고 와도 돼.모든 게 너무 사랑스럽거든.우리 함께 걸어가다 혹시 잠깐 .지칠 때면.손을 놓지 말자 널 너무 사랑해.우리 함께 한 시간이 혹시 불안할 때면.내 눈을 봐 매일 널 설레게 해줄게
2110,싱숭생숭,같은 마음 (Feat. THAMA),SOLE(쏠),How we live,Sometimes I wish I could change.뭐든 말보다 먼저 보여줘 더.항상 답답해.매일 같이 똑같은 내일은 아마 오지 않지.알고 있는지 Oh baby.It's between you and me.Everytime with you.나만큼 너도 알고 싶은지.그림 같은 저 하늘 아래서.Everyday and night.I love lookin' at your eyes.네 깊은 마음속에다 나를 데려다줘.우린 같은 맘이야.Baby you know I know.I need your love.내게만 말해줘.난 이대로 여기 함께 있잔 말이야.Baby do you think of me?.Oh 네 맘이 난 알고 싶어.하늘 위까지.Baby do you think of me?.Or ride with me?.우리 올라가 저 하늘 위.Sometimes I feel like I'm wrong.판단력이 조금 애매해져.나의 버릇 너의 고민 Don't you get it.서로 Eye contact.마음에다 우리 사인해.Same thing ain't better thing.우린 모두 변해.이해하길 바래.어쩌면 이건 Everyone's problem tho.말이 그렇다는 거지 뭐.Everytime with you.언제든 서로 함께하고 싶은지.저 밤하늘 아래서.Everyday and night.I love lookin' at your eyes.네 깊은 마음속에다 나를 데려다줘.우린 같은 맘이야.Baby you know I know.I need your love.내게만 말해줘.난 이대로 여기 함께 있잔 말이야.같은 시간 속을.너와 나는 그저 지나고 있어.그렇게 가고 있어.알 수 없는 모든 순간들을.난 함께 하고파.(넌?).우린 같은 맘이야.Baby you know I know.I need your love.내게만 말해줘.난 이대로 여기 함께 있잔 말이야.Baby do you think of me?.Oh 네 맘이 난 알고 싶어.하늘 위까지.Baby do you think of me?.Or ride with me?.우리 올라가 저 하늘 위
2111,싱숭생숭,봄벤트,SE YEON (이세연),봄벤트,기분 좋은 꽃향기가 내 몸을 감싸고.거리 위에 하얀 꽃들 우릴 향해 웃는다.우리는 그 길 위에서 발걸음을 맞춰.한 걸음 한 걸음씩 봄에게 다가가.파란 하늘이 우릴 안아주고.온 세상이 우리를 밝혀주는 걸까.오늘 같이 행복한 이 봄날에.너와 함께 있어서 내 맘은 떨려 Oh.나비들이 짝을 지어 춤을 추고.알록달록 예쁜 꽃들이 우리에게 인사해.레드 카펫 대신 파란 하늘이 반겨주는 날.우릴 위한 이벤트가 아닐까요.이 정도면 주인공이 아닐까요.봄의 향기가 가득한 햇살이 비쳐요.설레는 이 기분은 보너스일까요.꽃잎들이 행복처럼 날리고.너의 미소가 내 맘을 밝혀주는 걸까.꽃향기가 가득한 이 봄날에.너와 함께 있어서 내 맘은 떨려 Oh.나비들이 짝을 지어 춤을 추고.알록달록 예쁜 꽃들이 우리에게 인사해.레드 카펫 대신 파란 하늘이 반겨주는 날.우릴 위한 이벤트가 아닐까요.이 정도면 주인공이 아닐까요.온 세상이 너로 가득 차.설레는 맘도 너로 가득 차.내 마음을 너에게 전한다.너의 품에 난 안기고 싶어.나비들이 짝을 지어 춤을 추고.알록달록 예쁜 꽃들이 우리에게 인사해.레드 카펫 대신 파란 하늘이 반겨주는 날.우릴 위한 이벤트가 아닐까요.이 정도면 주인공이 아닐까요.나비들이 짝을 지어 춤을 추고.알록달록 예쁜 꽃들이 우리에게 인사해.레드 카펫 대신 파란 하늘이 반겨주는 날.우릴 위한 이벤트가 아닐까요.이 정도면 주인공이 아닐까요
2112,싱숭생숭,고백할까 봐요,사이로(415),연애의 참견 시즌2 OST - Part.11,포기해야 할까 봐요.아니 고백할까 봐요.고민스런 내 하루 끝에.이 말을 해야 하나 마나..그댈 사랑하고 있다구요.많이 좋아하고 있다구요 오 .너의 모든 순간순간마다.간섭하고 싶어 귀찮도록.그냥 내 거 하고 싶어..긴긴밤을 이젠 홀로.보내기가 두려워 .둥근 달처럼 가득 차 버린 너와.주위를 서성이고 있는 나..그댈 사랑하고 있다구요.많이 좋아하고 있다구요 오.내 하루의 순간순간마다.요동치고 있어 파도처럼 .시간은 흘러가고 있는데..선뜻 용기가 나질 않네요.눈도 마주치지 못하네요.이제는 그대 앞에 당당히 서서.어어 말해야 해요..그댈 사랑하고 있다구요.많이 좋아하고 있다구요 오.너의 모든 순간순간마다.간섭하고 싶어 귀찮도록.그냥 내 거 하고 싶어..이젠 고백해야 해요.어떤 말을 해야 하죠.긴 밤을 지새우며 멋진 말들을.추리고 추렸지만
2113,싱숭생숭,Sweet Love (취향저격 그녀 X Crush),Crush,Sweet Love (취향저격 그녀 X Crush),나의 시선은 너란 꽃에.그 향기가 날 감싸 안고.멈춰 서죠 네 앞에.아른거려 너의 말투까지.아름다워 눈부시게.You're my sweet love sweet love.Oh Baby 떨리는 것만 같아.아른거려 너의 눈빛까지.아름다운 꿈만 같아.You're my sweet love sweet love.네 곁에 있을래.나에게 말해줘 말해줘 What.뭐든지 Whatever whatever what.때론 어색한 내 행동에 Yeah.그냥 웃어 넘겨줘 Baby.If you want me.Start it start it start it darling.온종일 넌.Get in get in get in ma brain.해를 닮은 너 Shining brightly sunshine.쳐다만 봐도 눈이 부셔 Uh uh.If you want me.Start it start it start it darling.하루 종일.Get in get in get in ma brain.온종일 네게 Falling falling falling.네 안에 더 빠져 들어가 Uh uh.손잡고 걸어 너와 같은 꿈속을.깨어날 수가 없게 안아요 Yeah.아른거려 너의 표정까지.아름다운 꿈만 같아.You're my sweet love sweet love.네 곁에 있을래.나에게 말해줘 말해줘 What.뭐든지 Whatever whatever what.때론 어색한 내 행동에 Yeah.그냥 웃어 넘겨줘 Baby.If you want me.Start it start it start it darling.온종일 넌.Get in get in get in ma brain.해를 닮은 너 Shining brightly sunshine.쳐다만 봐도 눈이 부셔 Uh uh.그렇게 널 느끼죠.이 노랜 너와의 Sweet love.한 걸음 더 다가와 줘.흔들어 줘 내 마음을.If you want me.Start it start it start it darling.온종일 넌.Get in get in get in ma brain.해를 닮은 너 Shining brightly sunshine.쳐다만 봐도 눈이 부셔 Uh uh.If you want me.Start it start it start it darling.하루 종일.Get in get in get in ma brain.온종일 네게 Falling falling falling.네 안에 더 빠져 들어가 Uh uh
2114,기분전환,종이 심장 (Paper Heart),f(x),The 3rd Album 'Red Light',바람이 장난을 칠 때면.나를 꼭 붙잡아줘야 해.또 날아가 버릴라.그렇게 구기면 큰일 나.난 말없고 착해 보여도.자존심이 세니까.사랑에 막 아파 본 적.누굴 진지하게 생각한 적도.난 처음이라 심각해 .겉은 강한 척 해보지만.내 심장은 종이 같아 .I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.네가 너무 좋아서.사실은 약간 겁이 나.I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.Doo Doo Doo Doo.비라도 내리는 날이면.우산을 꼭 씌워줘.또 울리지도 마 Yeah Yeah.찢어질지 모르니.말투는 언제나 상냥하고.또 부드럽게 해 OK.Oh 가슴 깊이 새겨들어.혹시 모를까봐.미리 이렇게 다 말해주는 거니까 .겉은 강한 척 해보지만.내 심장은 종이 같아 .I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.네가 너무 좋아서.사실은 약간 겁이 나.I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.Doo Doo Doo Doo.Please be gentle .하얀 종이로 만들어진.내 심장을 보여줄까.I got a paper heart .내 맘 한쪽에 적어놓은.네 이름을 보여줄까.I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.네가 너무 좋아서.사실은 약간 겁이 나 .I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.겉은 강한 척 해보지만.내 심장은 종이 같아 .I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.네가 너무 좋아서.사실은 약간 겁이 나.I got a Pa Pa Pa Pa Paper Heart.I got a Pa Pa Pa Pa Paper Heart.
2115,싱숭생숭,어떡해 (Feat. meenoi),KIRIN (기린),어떡해,아 여보세요.아 저 대희 친구 민영인데요.혹시 집에 대희 있나요?.아 없어요? 아 네 감사합니다.아 어떡하지?.너와 길을 걷다 보면.내 맘이 맘 같지가 않아.(나도).너와 밥을 먹다 보면.내가 뭘 먹었는지 몰라.정신이 팔렸나 봐 정말 (정말).내 마음 어디로 간 거야.나한테 이러지 마 제발.자꾸 생각난단 말야.어떡해 나는 니가 좋은데.사귀다 헤어지면 어색해져서.어떡해 나도 니가 좋은데.내 마음 들켜버리면 부끄러워서.어떡해 너를 갖고 싶은데.고백도 못 해보면 맘이 아파서.어떡해 네게 안기고픈데.손도 못 잡아보면 잠이 안 와서.난 너무 복잡해.어떻게 되는 거야 우리 관계.(뭐야 뭐야).널 보고 있어도 보고 싶다는.노래만 흥얼거렸어.널 만나고 나면 어지러워.정신을 못 차리는데.(해롱 해롱).이게 언제부터 어떻게 돼가는거야.(거야).어떡해 나는 니가 좋은데.사귀다 헤어지면 어색해져서.어떡해 나도 니가 좋은데.내 마음 들켜버리면 부끄러워서.어떡해 너를 갖고 싶은데.고백도 못 해보면 맘이 아파서.어떡해 네게 안기고픈데.손도 못 잡아보면 잠이 안 와서.어떡해.(하나 둘 셋).난 어떻게 해 (난 어떻게 해).난 어떻게 해 (어떻게 해이예이예).난 어떻게 해 (난 어떻게 해).난 어떻게 해 (어떡해).어떡해 (우리 이제 어떡해).어떡해 (너랑 나랑 어떡해).어떡해 (우리 이제 어떡해).어떡해 (너랑 나랑 어떡해).어떡해 괜히 아닌척 했는데.니가 내 맘 오해해서 도망가 버리면.어떡해 난 자꾸만 니 생각이 나.이렇게 끝나버리면 어떡해
2116,싱숭생숭,원래 좋아하면 이렇게 되나 봐,소각소각,원래 좋아하면 이렇게 되나 봐,오늘은 너를 만나러 가.왠지 좋은 일들이 내게 있을 것만 같아.너에게 가는 발걸음마저.이렇게 가벼운 걸.내가 좋아하는 너의 손을 잡고.너의 품에 기대어 이야기를 하고.날이 저물어 갈 땐 이 길을 걸으며.너와 발을 맞추며 걷고 싶어.있잖아 난 마치 달콤한 꿈처럼.내게 사랑을 말해줘서 너무 고마워서.전하고 싶은 말들이 너무 많은데.내 마음을 꺼내주고 싶어.우리 자주 가던 그곳 카페에 가고.두 눈을 맞추며 장난도 치고.매일 함께 있으면 하루가 짧을 만큼.너와 모든 걸 같이 하고 싶어.있잖아 난.마치 달콤한 꿈처럼.내게 사랑을 말해줘서 너무 고마워서.전하고 싶은 말들이 너무 많은데.내 마음을 꺼내 주고 싶어.별들이 수놓은 밤.너랑 하고 싶은 게 난 너무 많아.바라보는 것만으로도.나도 모르게 웃음이 나와.Love is you 원래 좋아하면.이렇게 되나 봐.내 눈에는 너만 보여.날 바라보는 네가 너무 좋아.네가 너무 좋은데.난 말이야.있잖아 난 마치 달콤한 꿈처럼.내게 사랑을 말해줘서 너무 고마워서.전하고 싶은 말들이 너무 많은데.하루 끝 꿈같은 오늘 밤
2117,그리움,낮 (Day off),볼빨간사춘기,Two Five,눈을 떠보니 햇살이 날 비추고.할 일 없이 방안에 혼자 남아.내게 남겨진 소리와 또 널 찾아.어디선가 들려오는 이상한 정적.날아가는 새들과 발자국 소리와.지나쳐 가는 사람들 소리.언제부턴가 내게만 들리는.여전히 아름다운 그 소리.모두 모아서 내게만 들려줘.Yes yes it's beautiful.Can hear you oh oh oh oh.Can hear you oh oh oh oh.아름다운 낮 너무 느린 낮.느껴보려 해 널 Can hear you oh oh.예정되었던 약속들 다 미루고.가득했던 머릿속 다 비우고.잊고 지냈던 소리들 다시 찾아.어느샌가 가득 채워지는 이 공간.날아가는 새들과 발자국 소리와.지나쳐 가는 사람들 소리.언제부턴가 내게만 들리는.여전히 아름다운 그 소리.모두 모아서 내게만 들려줘.Yes yes it's beautiful.Can hear you oh oh oh oh.Can hear you oh oh oh oh.아름다운 낮 너무 느린 낮.느껴보려 해 널 Can hear you oh oh.Can hear you oh oh oh oh.Can hear you oh oh oh oh.아름다운 낮 너무 느린 낮.느껴보려 해 널 Can hear you oh
