,Theme,Title,Artist,Album,Lyric
2118,기분전환,[24/7],케일라,[24/7],걱정 안해도 돼.내가 널 잘 알잖아.you know that i care.같이 있어줄게 ..you don’t have to say a thing.cause i know how you feel.항상 곁에 있을게 .i got u yea yea ohh..24/7 내가 지켜줄게 .우리 둘의 마음이 변하지않게.yea yea .변하지않게 nono..i’ve been thinkin bout u every day and night.너의 미소 너의 표정 하나하나 다.oh oh mm.이제 다시 come to me babe ..I’ll be waiting for you.바로 이곳에서.spend all day with me.너와 함께 하고파..send me your location.네가 있는 그곳.어디든 찾아갈꺼야  .i need you yea yea oh..24/7 내가 지켜줄게.우리 둘의 마음이 변하지않게.yea yea .변하지않게 nono..i’m always thinking bout you every day and night.너의 미소 너의 표정 하나하나 다.oh oh mm..24/7 내가 지켜줄게.우리 둘의 마음이 변하지않게.yea yea .변하지않게 nono..i’m always thinking bout you every day and night.너의 미소 너의 표정 하나하나 다.oh oh mm.forever 간직할거야.
2119,기분전환,사랑이 찾아오나 봐,와인루프(Wine Loop),사랑이 찾아오나 봐,어느 햇살 좋은 날엔 오직 너만 보여.I will remember this beautiful day.스쳐 지난 바람들도 음 이렇게 포근한데.막연했던 내 일상이 편안해져만 가.내 맘은 보랏빛 물결.눈만 떠도 웃음이나 너 하나면 행복한데.사랑이 찾아오나 봐 나도 몰래.웃음이 떠나지가 않아.네 모든 게 좋은가 봐.오늘도 내일도 영원히 사랑할 거야.단아한 너의 모습이.오늘도 눈부셔 I remember beautiful day.널 만난 건 행운이야.오직 너만 사랑할래 (사랑할게).사랑이 찾아오나 봐.나도 몰래 웃음이 떠나지가 않아.네 모든 게 좋은가 봐.오늘도 내일도 영원히 사랑할 거야.어려운 일이 생길 때마다 네 옆을 지킬게.낮이나 밤이나 언제나 함께 할 거야.사랑이 찾아오나 봐 우리에게.Oh 밤하늘 아름답게 반짝이는 별.그보다 내가 곁에서 비춰줄게.네가 행복해야 나 역시.너처럼 행복할 테니까 (Oh o ho).너와 함께한 지금 이 순간들이 행복해.웃음이 떠나지가 않아.네 모든 게 좋은가 봐 어떡해.난 몰라 어떡해 사랑하나 봐 (Oh).어떡해 어떡해 너만을 사랑하나 봐
2120,싱숭생숭,너의 말들에,기원,너의 말들에,이별을 앞두고 우린.아무말도 없어.먼저 일어서야 하는데.눈물이 앞을 가려.이윽고 니가 일어난.빈자리 바라보며.맨처음 사랑이던 날들을.떠올려 애써 붙잡듯이.그날을 기억해.너의 말들에.어김없이 봄은 찾아왔고.이젠 너의 말에.끝도없이 봄이 흩어져가.얼마나 울고 울어야.네모습 지워질까.서로가 사랑했던날만큼.지새야 보낼수 있을까.그날을 기억해.너의 말들에.어김없이 봄은 찾아왔고.이젠 너의 말에.끝도없이 봄이 흩어져가.내 손을 잡아줘 나를 안아줘.정말 우리가 여기까진거니.끝이 어디까지일지.모르고.사랑했지만.이건 싫어.이건 싫어.오늘도 기도해.너만 생각해.내 맘 안았던.따스하게 웃던.모든게 아름다웠던.나를 만들어주었던.그 말들이.더 그리워.내 손을 잡아줘 나를 안아줘.정말 우리가 여기까진거니.끝이 어디까지일지.모르고.사랑했지만.이건 싫어.떠나지마 나를
2121,기분전환,4월의 봄,이서,4월의 봄,크게 한 바퀴를 돌고서 널 만나러 온.봄의 끝자락 앞에 서 있는걸.가장 아름다운 계절 지나 우리는.매일 가는 시간 사이로 영원을 노래해.너의 좋은 날 그날쯤에 너의 옆을 약속할게.너무 늦지 않게 너와 함께 했던 그곳으로 가.기다림의 계절도 스쳐 지나만 갔던.바람 사이사이 빈틈없이 채워지고.아득히 멀어졌던 네게 하고픈 말도.여전히 빛나고 있어 4월의 봄 그 날에.두 손 꼭 잡고 바라봤던 흔들리는 구름 너머.두 눈 가득히 채워질 너의 봄날을 약속할게.기다림의 계절도 스쳐 지나만 갔던.바람 사이사이 빈틈없이 채워지고.아득히 멀어졌던 네게 하고픈 말도.여전히 빛나고 있어 4월의 봄 그 날에.하나 둘 셋 저 건너에.모든 봄을 지내고 너에게 달려갈게
2122,싱숭생숭,숨,퍼플제이(Purple J),숨,또 이렇게 혼자 남겨지는 건가봐.늘 들려오던 목소리.이제 부서지는 물결처럼 사라져.가지마 오늘은 가지마.눈을 뜰 수가 없어.하나둘 조금씩 흐려지는.넌 나의 노래가 되고.들려오는 따뜻한 숨소리.나를 부르는 것 같아 아스라이.모든 걸 지우고.살아가고 있는 너는 괜찮니.난 애써 숨을 참아 널 잊을 때까지.아직까지도 난 너를 놓지 못한 건가봐.불어오는 바람소리 마치.네가 내쉬던 한 숨처럼.날 불러 하필 네가 생각날 때마다.숨을 쉴 수가 없어.가슴을 치고 애써 지우던.넌 나의 노래가 되고.들려오는 따뜻한 숨소리.나를 부르는 것 같아 아스라이.모든 걸 지우고.살아가고 있는 너는 괜찮니.난 애써 숨을 참아 널 잊을 때까지.너를 막는 거친 파도를 넘어.앞을 향해 힘차게 노를 저어.수평선 반쯤 잠긴 저 달을 향해.더 크게 너를 외쳐.달콤했던 짧은 꿈이라 해도.한 숨 짓던 한 편의 영화처럼.그립고 아팠던 우리 기억들을.여기 담을 수만 있으면.넌 대체 어디 있을까.마지막 숨을 크게 마시고.푸른 물결 깊은 곳으로.널 찾을 때까지.넌 나의 노래가 되고.들려오는 따뜻한 숨소리.나를 부르는 것 같아 자꾸만 돌아보는데.나를 지우고.살아가고 있는 너는 괜찮니.난 애써 숨을 참아 널 잊을 때까지.내가 가진 숨이 다 할 때까지
2123,기분전환,맘에 들면 (If U Wanna),카라(Kara),Blooming,(Narration) .Yeah! YeahI .Ladies &amp; Gentleman .Right now .Introducing K-A-R-A Yeah! .Do you wanna love .Yeah! I know you wanna love .Baby Boo .Listen! ..* If you  .솔직하게 당당하게 아찔하게 두근거리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love ..따뜻하게 든든하게 확실하게 빠져버리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love * ..니 남자친군 뭔데 그렇게 또 눈치없이 한번도 .손을 잡지도 말을 걸지도 않고 맘도 모르고 눈치도 없고 ..이번이 수십번째 제발 뜸 좀 그만 들여 적당히 .때를 봐서도 여길 봐서도 지금이 기회잖아 ..* If you  .솔직하게 당당하게 아찔하게 두근거리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love ..따뜻하게 든든하게 확실하게 빠져버리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love * ..아무말도 못해 기다리고 있어 .바보같이 한번 부르지도 못해 .다가오란 말야 only want to hold you .All I want to you feel the love ..오늘도 수십번째 제발 이젠 용기 내봐 반드시 .한번 놓치고 두 번 놓치면 다시는 안오잖아 ..* If you  .솔직하게 당당하게 아찔하게 두근거리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love ..따뜻하게 든든하게 확실하게 빠져버리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love * ..(Rap) oh  uh huh  yeah  let's go .Time to stop tryna calculate you making me frustrate .is time to just trust fate yanno theres nothing to hesitate .call me baby  call me honey  call me sweetie  yo! .I'm digging everything I'm sensing from the vibes off you .Oh is this f'real .Take a look at me I am waiting for you waiting .for your leading me to love without cliche .boy oh boy don't you know .Chances pass day by day so step up stop and put the game..* If you  .솔직하게 당당하게 아찔하게 두근거리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love ..따뜻하게 든든하게 확실하게 빠져버리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love * ..* If you  .솔직하게 당당하게 아찔하게 두근거리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love ..따뜻하게 든든하게 확실하게 빠져버리게 .맘에 들면 맘에 든다 말해 .어서 빨리 If you wanna love * .
2124,싱숭생숭,궁금해줘요 (feat. 백선),공기남,Airman Morning Diaries #1,천천히 오랫동안 궁금해 줘요.천천히 오랫동안 궁금해 줘요.우리 조금씩 조금씩.급하게 생각 말고.천천히 천천히 알아가요..혼자인 게 익숙했던 하루하루가.너로 인해 변해져가고.말로 설명할 수 없는 묘한 기분에.요즘 난 너무너무 행복해요..사랑은 내 뜻대로 되질 않아요.노력한 만큼 돌아오질 않네요.나만 잘 안되는 연애.포기하자 했을 때.어느 날 내게 그대가 다가왔죠..혼자인 게 익숙했던 하루하루가.너로 인해 변해져가고.말로 설명할 수 없는 묘한 기분에.요즘 난 너무너무 행복해요..우.있는 그대로 항상 바라볼게요.우.있는 그대로 항상 지켜줄게요..혼자인 게 익숙했던 하루하루가.너로 인해 변해져가고.말로 설명할 수 없는 묘한 기분에.요즘 난 너무너무 행복해요..천천히 오랫동안 궁금해 줘요.천천히 오랫동안 궁금해 줘요
2125,기분전환,Tell Me Tell Me,레인보우(Rainbow),Rainbow Syndrome,ooh ooh ooh ooh ooh~. .딴 여자들 앞에선 내 손 놓고 친한 친구라며 어색해하고.가끔씩 난 너의 Just girl 이제 난 지쳐가..5 5 5 4 3 2 1 셀 수도 없는 걸 시간만 버는 걸.It's time for us to talk 네가 날 오해하게 하잖아.확실하게 말을 해 Shh Anyway..Tell me Tell me 어서 말을 해줘 내가 니 여자라고.Oh Honey  You You You You 헷갈리게 하지 좀 마.hoo hoo hoo hoo I wanna be  be your Love.hoo hoo hoo hoo I wanna be  be your Love..5 4 3 2 1 Bingo 네게 미소 짓고.니 맘을 훔치고 그래 봤자 미로.복잡한 사이고 기다리고 있어 힘들어 Anymore..난 니 연락처 속 수많은 여자 .애들 중에 한사람인 것 같아.네가 날 오해하게 하잖아.확실하게 말을 해 Shh Anyway..Tell me Tell me 어서 말을 해줘 내가 니 여자라고.Oh Honey  You You You You 헷갈리게 하지 좀 마.hoo hoo hoo hoo I wanna be  be your Love.hoo hoo hoo hoo I wanna be  be your Love..Boy 마지막 기회인 걸 아니면 In trouble.사랑한다 말해 아니면 In trouble.우린 마치 연인처럼  너무 잘 지내왔잖아..Yeah My love My boy My love My boy .So 오늘은 꼭 듣고 싶어 .Yeah My love My boy My love My boy.My love My boy My My love My boy.날 사랑한다고 Anyway..Tell me Tell me 어서 말을 해줘 내가 니 여자라고.Oh Honey  You You You You 헷갈리게 하지 좀 마.hoo hoo hoo hoo I wanna be  be your Love.hoo hoo hoo hoo I wanna be  be your Love..
2126,싱숭생숭,좋아져,슈가볼(Sugarbowl),좋아져,거울을 자주 보게 됐어.더 밝은 모습으로 널 만나고 싶어.예쁜 옷을 찾아보게 됐어 .더 멋진 모습으로 너를 만나고 싶어..늘 귀찮기만했던.집을 나서기 힘들던 .내가 달라졌어.모두 놀라 달라진 .내 모습을 보면 어쩐지.다른 사람 보는 것만 같아..너를 생각하면 나는 좋아져.달라져 더 나은 내가 되고 싶어.너 때문에 모든 게 난 좋아져.세상의 많은 좋은 것들을 .다 너하고만 시작하겠어. .네가 더 궁금해지게 됐어 .또 어떤 표정일지 상상하게 됐어.주말을 기다리게 됐어.너만을 위한 계획들 다 해보고 싶어 ..늘 귀찮기만했던.집을 나서기 힘들던 .내가 달라졌어.모두 놀라 달라진 .내 모습을 보면 어쩐지.다른 사람 보는 것만 같아..너를 생각하면 나는 좋아져.달라져 더 나은 내가 되고 싶어.너 때문에 모든 게 난 좋아져.세상의 많은 좋은 것들을 .다 너하고만 시작하겠어. .왜 갑자기 내 마음속에 찾아와 놓고선.아무것도 날 못하게 해 .어쩌면 너만 기다렸던 건지 난 .나도 놀라 달라진 내 모습을 보면 어쩐지.다른 사람 보는 것만 같아..너를 생각하면 나는 좋아져 달라져 .더 나은 내가 되고 싶어.너 때문에 모든 게 난 좋아져.세상의 많은 좋은 것들을 .다 너하고만 시작할래.너 아니면 혼자 있을래
2127,그리움,끌림,김성규,1st Album '10 Stories',우리 분명 같은 하늘.아래 살고 있는 거 맞지?.마음만 먹으면 언제든지.만나질 수 있는 거 맞지?.사무치게 네가 그리워.뜬눈으로 밤을 새워.아침이 오는 그 소리에.정신 차려 보면.내 맘은 또 너에게로.달려가고 있어.우리 분명 같은 하늘.아래 살고 있는 거 맞지?.마음만 먹으면 언제든지.만나질 수 있는 거 맞지?.소름 끼칠 만큼 그리워.나도 내가 왜 이러는지.이유라도 좀 알고 싶어.이런 와중에도.내 맘은 또 너에게로.달려가고 있어.한순간도 너에게서.자유로워질 수가 없어.그럴 수 없어.내 마음은 또 너에게로.이 순간도 너에게로.달려가고 있어.단 일분도 너에게서.자유로워질 수가 없어.그럴 수 없어
2128,그리움,영원한 여름,몽니(Monni),단 한번의 여행,나는 그리움 깊은 바다와 같은..나는 그렇게 그 바다에 서 있네.그 시절 두고 온 그 기억의 바다에 .서툰 그때의 깨진 유리알 같은 ..나의 여름..끝나지 않은 .내 안의 영원한 여름.그리운 나의 .어린 날의 찬란한 여름..나는 그렇게 그 바다에 서 있네.그 시절 두고 온 그 기억의 바다에 .서툰 그때의 깨진 유리알 같은 ..나의 여름..끝나지 않은 .내 안의 영원한 여름.그리운 나의 .어린 날의 찬란한 여름..끝나지 않은 .내 안의 영원한 여름.그리운 나의 .어린 날의 찬란한 여름..내 안에 영원한 여름.내 안에 영원한 여름 .내 안에 영원한 여름 .내 안에 영원한 여름 .
2129,기분전환,벚꽃  연인,라마여행기,벚꽃  연인,너무 고마웠어 날 일으켜준 따뜻했던 손.또 바보 같은 생각 다시 행복해질 수 있을까?.그날이 그리워 너와 별 헤던 밤.우리 아무 말 없이 손잡고 울며 걷던 그 날이.봄이 돌아오면 그 길이 생각나.우리 아무 말 없이 손잡고 울며 걷던 벚꽃길.너무 고마웠어 날 바라보던 따뜻했던 눈.또 바보 같은 생각 다시 행복해질 수 있을까?.그날이 그리워 너와 별 헤던 밤.우리 아무 말 없이 손잡고 울며 걷던 그 날이.봄이 돌아오면 그 길이 생각나.우리 아무 말 없이 손잡고 울며 걷던 벚꽃길.사랑이 깊어지면 무서워 손을 놓았지.마음이 따뜻해지면 내 마음이 아닌 것 같아.벚꽃 비 맞으며 우리 헤어지던 날.봄이 돌아오면 그 길이 생각나.우리 아무 말 없이 손잡고 울며 걷던 벚꽃길
2130,기분전환,완벽한 하루,리디아(Lydia),완벽한 하루,눈을 떴을 때 창문 밖에 햇살 한줌 따뜻해.괜히 설레는 날 어쩜 널 만 날것 같아..좋은 예감이 들어 지금 전활 걸어 너에게.다정한 목소리 들려 마음이 떨려와..어디라도 좋아 너라면 언제라도 좋아 너라면.네 손잡고 함께 간다면 어디든 좋아 날아갈 거야..어디라도 갈게 너라면 언제라도 갈게 너라면.그 어디도 갈 수 있어 난 좋아하니까 널 사랑하니까..바람까지도 좋아 오늘 완벽한 하루 될 거야.괜히 설레는 날 발걸음도 가벼워져..무슨 말 할까 고민하며 한 걸음씩 너에게.다가가고 있어 저기 네 모습이 보여..어디라도 좋아 너라면 언제라도 좋아 너라면.네 손잡고 함께 간다면 어디든 좋아 날아갈 거야..어디라도 갈게 너라면 언제라도 갈게 너라면.그 어디도 갈 수 있어 난 좋아하니까 널 사랑하니까
